ord;audk;ordfl;beyg;mark
sabbat;5271;kk;sabbats;EFET
Samúel;354769;kk;Samúel;NFET,ÞFET,ÞGFET
Samúel;354769;kk;Samúels;EFET
saur;5371;kk;saurs;EFET
saur;5371;kk;saur;NFET,ÞFET,ÞGFET
Sebastían;488341;kk;Sebastían;NFET,ÞFET,ÞGFET
Sebastían;488341;kk;Sebastíans;EFET
sénever;484321;kk;sénevers;EFET
sénever;484321;kk;sénever;NFET,ÞFET,ÞGFET
snóker;5522;kk;snóker;NFET,ÞFET,ÞGFET
snóker;5522;kk;snókers;EFET
spíritus;5486;kk;spíritus;NFET,ÞFET,ÞGFET
spíritus;5486;kk;spírituss;EFET
Strætó;514844;kk;Strætó;NFET,ÞFET,ÞGFET
Strætó;514844;kk;Strætós;EFET
styr;191136;kk;styr;NFET,ÞFET,ÞGFET
styr;191136;kk;styrjar;EFET
súr;5419;kk;súr;NFET,ÞFET,ÞGFET
súr;5419;kk;súrs;EFET
Sören;354872;kk;Sören;NFET,ÞFET,ÞGFET
Sören;354872;kk;Sörens;EFET
Thor;354880;kk;Thor;NFET,ÞFET,ÞGFET
Thor;354880;kk;Thors;EFET
Valdimar;354925;kk;Valdimar;NFET,ÞFET,ÞGFET
Valdimar;354925;kk;Valdimars;EFET
Ver;354940;kk;Vers;EFET
Ver;354940;kk;Ver;NFET,ÞFET,ÞGFET
Viggó;354947;kk;Viggó;NFET,ÞFET,ÞGFET
Viggó;354947;kk;Viggós;EFET
ys;5329;kk;ys;NFET,ÞFET,ÞGFET
ys;5329;kk;yss;EFET
Þór;355007;kk;Þórs;EFET
Þór;355007;kk;Þór;NFET,ÞFET,ÞGFET
þys;5425;kk;þyss;EFET
þys;5425;kk;þys;NFET,ÞFET,ÞGFET
